domain,file,relPath,extends_AbstractBusinessTool,has_doExecute,factoryId_in_signature,factoryId_ref_count,suspicious_count,risk,reason
shipment,TraceBatchTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/TraceBatchTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
shipment,TraceFullTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/TraceFullTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
dataop,TraceGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/TraceGenerateTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
transfer,TransferApproveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/transfer/TransferApproveTool.java,true,true,true,9,0,LOW,"factoryId 被使用 9 次，无可疑模式"
transfer,TransferCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/transfer/TransferCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
transfer,TransferDetailTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/transfer/TransferDetailTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
transfer,TransferListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/transfer/TransferListTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
transfer,TransferStatsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/transfer/TransferStatsTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
user,UserCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/user/UserCreateTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
user,UserDisableTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/user/UserDisableTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
user,UserRoleAssignTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/user/UserRoleAssignTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
finance,VoucherBatchGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/finance/VoucherBatchGenerateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
finance,VoucherGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/finance/VoucherGenerateTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
workdesk,WageCostSummaryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/WageCostSummaryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,WagePolicyQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/WagePolicyQueryTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
workdesk,WechatRecordCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/WechatRecordCreateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
workdesk,WechatRecordRecentQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/WechatRecordRecentQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
hr,WorkerArrivalConfirmTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/WorkerArrivalConfirmTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
dataop,WorkerRealtimeCountTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/WorkerRealtimeCountTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workflow,WorkflowRuleTestTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workflow/WorkflowRuleTestTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
system,WorkflowVariableTestTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/WorkflowVariableTestTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
workprocess,WorkProcessCatalogTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/WorkProcessCatalogTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workprocess,WorkProcessConfigUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/WorkProcessConfigUpdateTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workprocess,WorkProcessTaskAssignTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/WorkProcessTaskAssignTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
workprocess,WorkProcessTaskCompleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/WorkProcessTaskCompleteTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
workprocess,WorkProcessTaskSpawnTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/WorkProcessTaskSpawnTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
workprocess,WorkProcessTaskStartTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workprocess/WorkProcessTaskStartTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
workreport,WorkReportCheckinTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workreport/WorkReportCheckinTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
workreport,WorkReportDailySummaryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workreport/WorkReportDailySummaryTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
workreport,WorkReportHoursTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workreport/WorkReportHoursTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
workreport,WorkReportProgressTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workreport/WorkReportProgressTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
restaurant,AbstractReviewGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/AbstractReviewGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
foodsafety,AdditiveSmartMatchTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/AdditiveSmartMatchTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
workflow,ApprovalActionExecuteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workflow/ApprovalActionExecuteTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
workflow,ApprovalPendingQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workflow/ApprovalPendingQueryTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
camera,CameraStatusTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraStatusTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
camera,CameraSubscribeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraSubscribeTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
system,ContextContinueTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/ContextContinueTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,GoldBackedRestaurantTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/GoldBackedRestaurantTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
foodsafety,IngredientNutritionFactQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/IngredientNutritionFactQueryTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
system,PaginationNextTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/PaginationNextTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantComprehensiveSynthesisGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantComprehensiveSynthesisGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantDiscountUsageGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantDiscountUsageGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantDishBestsellerGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantDishBestsellerGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantDishSlowsellerGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantDishSlowsellerGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantOrderTypeMixGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantOrderTypeMixGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantPeakMonthGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantPeakMonthGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantRevenueTrendGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantRevenueTrendGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantStaffRankingGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantStaffRankingGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantStoreRevenueRankGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantStoreRevenueRankGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
restaurant,RestaurantWeekdayWeekendGoldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/RestaurantWeekdayWeekendGoldTool.java,false,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
scale,ScaleAddModelTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleAddModelTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
scale,ScaleDeviceDetailTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/scale/ScaleDeviceDetailTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
system,SendWechatNotificationTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/SendWechatNotificationTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
governance,SkillComposeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/governance/SkillComposeTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
governance,SkillManageTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/governance/SkillManageTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
canvas,SplitOrderTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/SplitOrderTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
shipment,TracePublicTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/shipment/TracePublicTool.java,true,false,false,0,0,EXEMPT,"已声明 factoryId 隔离豁免（白名单）"
root,CreateIntentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/CreateIntentTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
dictionary,DictionaryAddTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dictionary/DictionaryAddTool.java,false,false,false,7,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
dictionary,DictionaryBatchImportTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dictionary/DictionaryBatchImportTool.java,false,false,false,6,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
dictionary,DictionaryListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dictionary/DictionaryListTool.java,false,false,false,5,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
decoration,FactoryHomeLayoutToolStore.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/decoration/FactoryHomeLayoutToolStore.java,false,false,false,10,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantFinancialMetricsFetcher.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantFinancialMetricsFetcher.java,false,false,false,8,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewCityTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewCityTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewComplaintTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewComplaintTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewDishTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewDishTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewEnvScoreTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewEnvScoreTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewGoodTagsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewGoodTagsTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewPlatformTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewPlatformTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewReplyRateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewReplyRateTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewScoreTagsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewScoreTagsTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewServiceScoreTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewServiceScoreTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewStoreRankTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewStoreRankTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewSummaryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewSummaryTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewTimePeriodTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewTimePeriodTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewTrendTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewTrendTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewVipTagsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewVipTagsTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewVipTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/RestaurantReviewVipTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantShrinkageAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantShrinkageAnalysisTool.java,false,false,false,5,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantShrinkageDataFetcher.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantShrinkageDataFetcher.java,false,false,false,6,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantStorePnlOnePagerTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantStorePnlOnePagerTool.java,false,false,false,5,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,StoreKpiDashboardTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/StoreKpiDashboardTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,StoreReviewRevenueTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/gold/review/StoreReviewRevenueTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
root,TestIntentMatchingTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/TestIntentMatchingTool.java,false,false,false,7,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
root,UpdateIntentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/UpdateIntentTool.java,false,false,false,2,0,NON_BUSINESS_W_FACTORY,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,BomVarianceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/BomVarianceTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,ComboSplitTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/ComboSplitTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,DailyReconciliationTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/DailyReconciliationTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
indicator,IndicatorBreachEvaluator.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/indicator/IndicatorBreachEvaluator.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,LaborProductivityTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/LaborProductivityTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,MealPeriodNormalizer.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/MealPeriodNormalizer.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,PerformanceEvalTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/PerformanceEvalTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,PieceworkCalcTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/PieceworkCalcTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,ProcurementForecastTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/ProcurementForecastTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
root,QueryDroolsRuleTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/QueryDroolsRuleTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
root,QueryEntitySchemaTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/QueryEntitySchemaTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantBenchmarkAlertTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantBenchmarkAlertTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantBomLayerStatusTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantBomLayerStatusTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantCalibrationHistoryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantCalibrationHistoryTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantChannelMarginTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantChannelMarginTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantCostRigidityAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantCostRigidityAnalysisTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantCrossChainBenchmarkTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantCrossChainBenchmarkTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantDepartmentPnlTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantDepartmentPnlTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantDiningHeatmapTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantDiningHeatmapTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantForecastTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantForecastTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantLongTailSkuTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantLongTailSkuTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantMemberRfmTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantMemberRfmTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantMenuEngineeringTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantMenuEngineeringTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantMenuNormalizationTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantMenuNormalizationTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantMonthlyPptExportTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantMonthlyPptExportTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantMultiStoreComparisonTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantMultiStoreComparisonTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
restaurant,RestaurantReviewAnalysisTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/RestaurantReviewAnalysisTool.java,false,false,false,0,0,NON_BUSINESS,"不是 AbstractBusinessTool 子类（可能是工具/查询类）"
